LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2013-00102,Active,Cp Mart South,2024/06/30 05:00:00+00,Active,"2570 RIMROCK RD
MADISON, WI 53713",2570,,RIMROCK,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,1112
LICFDD-2013-00108,Active,Saigon Sandwich,2024/06/30 05:00:00+00,Active,"610 Junction RD, SUITE 109
Madison, WI 53717",610,,Junction,RD,201,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,1113
LICFDD-2013-00112,Active,Speedway #4132,2024/06/30 05:00:00+00,Active,"2500 ROYAL AVE
MONONA, WI 53713",2500,,ROYAL,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MONONA,1114
LICFDD-2013-00118,Active,Novanta,2024/06/30 05:00:00+00,Active,"8452 Old Sauk RD
Middleton, WI 53562",8452,,Old Sauk,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Middleton,1115
LICFDD-2013-00120,Active,Promega Corporation,2024/06/30 05:00:00+00,Active,"2780 WOODS HOLLOW RD
FITCHBURG, WI 53711",2780,,WOODS HOLLOW,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1116
LICFDD-2013-00123,Active,Lake Management Llc,2024/06/30 05:00:00+00,Active,"2801 Atwood AVE
Madison, WI 53704",2801,,Atwood,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1117
LICFDD-2013-00124,Active,Grampa's Pizzeria,2024/06/30 05:00:00+00,Active,"1374 Williamson ST
Madison, WI 53703",1374,,Williamson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1118
LICFDD-2013-00125,Active,Murphy's Bar & Restaurant,2024/06/30 05:00:00+00,Active,"5344 STATE HIGHWAY 113
MADISON, WI 53704",5344,,STATE HIGHWAY 113,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,1119
LICFDD-2013-00126,Active,Subway,2024/06/30 05:00:00+00,Active,"2522 ALLEN BLVD
MIDDLETON, WI 53562",2522,,ALLEN,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1120
LICFDD-2013-00127,Active,Fink's Cafe,2024/06/30 05:00:00+00,Active,"204 W MAIN ST
MOUNT HOREB, WI 53572",204,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,1121
LICFDD-2013-00133,Active,Firehouse Subs,2024/06/30 05:00:00+00,Active,"1403 Emil ST
Madison, WI 53713",1403,,Emil,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1122
LICFDD-2013-00135,Active,Crostini's Sandwiches,2024/06/30 05:00:00+00,Active,"231 North ST
Madison, WI 53704",231,,North,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1123
LICFDD-2013-00138,Active,Brittingham Boats,2024/06/30 05:00:00+00,Active,"701 W Brittingham PL
Madison, WI 53715",701,W,Brittingham,PL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1124
LICFDD-2013-00141,Active,Baldwin Street Grille,2024/06/30 05:00:00+00,Active,"1304 E Washington AVE
Madison, WI 53703",1304,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1125
LICFDD-2013-00142,Active,Ace's Main Tap,2024/06/30 05:00:00+00,Active,"121 N MAIN ST
OREGON, WI 53575",121,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1126
LICFDD-2013-00154,Active,Maharana Restaurant,2024/06/30 05:00:00+00,Active,"1707 Thierer RD
Madison, WI 53704",1707,,Thierer,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1127
LICFDD-2013-00155,Active,Dave's White Rock,2024/06/30 05:00:00+00,Active,"596 US HIGHWAY 14
BROOKLYN, WI 53521",596,,US HIGHWAY 14,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,BROOKLYN,1128
LICFDD-2013-00156,Active,Taqueria Sabor Queretano,2024/06/30 05:00:00+00,Active,"4512 E Washington AVE
Madison, WI 53704",4512,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,1129
LICFDD-2013-00157,Active,Fresh Madison Market,2024/06/30 05:00:00+00,Active,"703 University AVE
Madison, WI 53715",703,,University,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1130
LICFDD-2013-00158,Active,Goodman Aquatic Center,2024/06/30 05:00:00+00,Active,"7762 COUNTY HIGHWAY PD
VERONA, WI 53593",7762,,COUNTY HIGHWAY PD,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1131
LICFDD-2013-00159,Active,Curd Girl,2024/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,1132
LICFDD-2013-00177,Active,Abarrotes Yuremi,2024/06/30 05:00:00+00,Active,"132 W MAIN ST
WAUNAKEE, WI 53597",132,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WAUNAKEE,1133
LICFDD-2013-00179,Active,Taqueria El Jalapeno,2024/06/30 05:00:00+00,Active,"1318 S Midvale BLVD
Madison, WI 53711",1318,S,Midvale,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1134
LICFDD-2013-00180,Active,Lakeside St Coffee House,2024/06/30 05:00:00+00,Active,"402 W Lakeside ST
Madison, WI 53715",402,W,Lakeside,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1135
LICFDD-2013-00182,Active,Starbucks Coffee Company,2024/06/30 05:00:00+00,Active,"2804 PRAIRIE LAKES DR
SUN PRAIRIE, WI 53590",2804,,PRAIRIE LAKES,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1136
LICFDD-2013-00187,Active,Days Inn & Suites,2024/06/30 05:00:00+00,Active,"4402 E Broadway Service RD
Madison, WI 53716",4402,E,Broadway Service,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1137
LICFDD-2013-00190,Active,Northport Citgo,2024/06/30 05:00:00+00,Active,"1423 Northport DR
Madison, WI 53704",1423,,Northport,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1138
LICFDD-2013-00194,Active,Northport Mobil,2024/06/30 05:00:00+00,Active,"3101 N Sherman AVE
Madison, WI 53704",3101,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1139
LICFDD-2013-00195,Active,Commercial Ave Bp,2024/06/30 05:00:00+00,Active,"4102 Commercial AVE
Madison, WI 53714",4102,,Commercial,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1140
LICFDD-2013-00197,Active,Chipotle Mexican Grill #533,2024/06/30 05:00:00+00,Active,"4200 UNIVERSITY AVE
SHOREWOOD HILLS, WI 53705",4200,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SHOREWOOD HILLS,1141
LICFDD-2013-00202,Active,The Red Zone,2024/06/30 05:00:00+00,Active,"1212 Regent ST
Madison, WI 53715",1212,,Regent,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1142
LICFDD-2013-00209,Active,Asian Midway Foods,2024/06/30 05:00:00+00,Active,"301 S Park ST
Madison, WI 53715",301,S,Park,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1143
LICFDD-2013-00214,Active,Pizza Pit Extreme,2024/06/30 05:00:00+00,Active,"2936 FISH HATCHERY RD
FITCHBURG, WI 53713",2936,,FISH HATCHERY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1144
LICFDD-2013-00221,Active,Skylight Food Mart,2024/06/30 05:00:00+00,Active,"2050 Fish Hatchery RD
Madison, WI 53713",2050,,Fish Hatchery,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1145
LICFDD-2013-00223,Active,Zoe's Pizzeria,2024/06/30 05:00:00+00,Active,"604 E MAIN ST
WAUNAKEE, WI 53597",604,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1146
LICFDD-2013-00225,Active,The Journey Buffet,2024/06/30 05:00:00+00,Active,"4325 Lien RD
Madison, WI 53704",4325,,Lien,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1147
LICFDD-2013-00227,Active,The Heritage Tavern,2024/06/30 05:00:00+00,Active,"131 E Mifflin ST
Madison, WI 53703",131,E,Mifflin,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1148
LICFDD-2013-00228,Active,Toppers Pizza,2024/06/30 05:00:00+00,Active,"7850 Mineral Point RD
Madison, WI 53717",7850,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1149
LICFDD-2013-00230,Active,Kwik Trip 766,2024/06/30 05:00:00+00,Active,"4701 FARWELL ST
MCFARLAND, WI 53558",4701,,FARWELL,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MCFARLAND,1150
LICFDD-2013-00238,Active,Dollar General #14365,2024/06/30 05:00:00+00,Active,"515 WALTER ST
MAZOMANIE, WI 53560",515,,WALTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MAZOMANIE,1151
LICFDD-2013-00240,Active,Shamrock Bar And Grill,2024/06/30 05:00:00+00,Active,"117 W Main ST
Madison, WI 53703",117,W,Main,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1152
LICFDD-2013-00243,Active,Bassett Street Brunch Club,2024/06/30 05:00:00+00,Active,"444 W Johnson ST
Madison, WI 53703",444,W,Johnson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1153
LICFDD-2013-00244,Active,Hampton Inn And Suites,2024/06/30 05:00:00+00,Active,"440 W Johnson ST
Madison, WI 53703",440,W,Johnson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1154
LICFDD-2013-00252,Active,Campo Di Bella,2024/06/30 05:00:00+00,Active,"10229 SHARP RD
MOUNT HOREB, WI 53572",10229,,SHARP,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,1155
LICFDD-2013-00259,Active,Aztlan Mexican Grill,2024/06/30 05:00:00+00,Active,"407 W MAIN ST
MOUNT HOREB, WI 53572",407,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,1156
LICFDD-2013-00260,Active,A-mart,2024/06/30 05:00:00+00,Active,"680 S Whitney WAY
Madison, WI 53711",680,S,Whitney,WAY,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1157
LICFDD-2013-00268,Active,Colectivo Coffee Roasters,2024/06/30 05:00:00+00,Active,"25 S Pinckney ST
Madison, WI 53703",25,S,Pinckney,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1158
LICFDD-2013-00269,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"2750 PRAIRIE LAKES DR
SUN PRAIRIE, WI 53590",2750,,PRAIRIE LAKES,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1159
LICFDD-2013-00272,Active,American Legion Post 501,2024/06/30 05:00:00+00,Active,"105 Dempsey RD
Madison, WI 53714",105,,Dempsey,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1160
LICFDD-2013-00275,Active,Swad Indian Restaurant,2024/06/30 05:00:00+00,Active,"6007 MONONA DR
MONONA, WI 53716",6007,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1161
LICFDD-2013-00284,Active,The Nitty Gritty,2024/06/30 05:00:00+00,Active,"315 E LINNERUD DR
SUN PRAIRIE, WI 53590",315,E,LINNERUD,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1162
LICFDD-2013-00288,Active,Barriques,2024/06/30 05:00:00+00,Active,"1825 Monroe ST
Madison, WI 53711",1825,,Monroe,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1163
LICFDD-2013-00289,Active,Little Amerricka Amusement Park,2024/06/30 05:00:00+00,Active,"700 E MAIN ST
MARSHALL, WI 53559",700,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MARSHALL,1164
LICFDD-2013-00295,Active,Observatory Hill Farm,2024/06/30 05:00:00+00,Active,"1017 OBSERVATORY HILL RD
BELLEVILLE, WI 53508",1017,,OBSERVATORY HILL,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,BELLEVILLE,1165
LICFDD-2013-00299,Active,Bb Jacks,2024/06/30 05:00:00+00,Active,"300 E HOLUM ST
DEFOREST, WI 53532",300,E,HOLUM,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEFOREST,1166
LICFDD-2013-00301,Active,Evp Coffee Co,2024/06/30 05:00:00+00,Active,"741 University ROW, UNIT 2
Madison, WI 53705",741,,University,ROW,2,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1167
LICFDD-2013-00303,Active,Varsity Bar & Grill,2024/06/30 05:00:00+00,Active,"1205 W MAIN ST
SUN PRAIRIE, WI 53590",1205,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1168
LICFDD-2013-00306,Active,M N M's Coffee House,2024/06/30 05:00:00+00,Active,"509 W MAIN ST
WAUNAKEE, WI 53597",509,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1169
LICFDD-2013-00309,Active,Orient House,2024/06/30 05:00:00+00,Active,"626 S Park ST
Madison, WI 53715",626,S,Park,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1170
LICFDD-2013-00312,Active,Subway,2024/06/30 05:00:00+00,Active,"1905 MCCOY RD
SUN PRAIRIE, WI 53590",1905,,MCCOY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1171
LICFDD-2013-00314,Active,Moka,2024/06/30 05:00:00+00,Active,"5227 University AVE
Madison, WI 53705",5227,,University,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1172
LICFDD-2014-00004,Active,Hy-vee Store #1184,2024/06/30 05:00:00+00,Active,"2920 FITCHRONA RD
FITCHBURG, WI 53719",2920,,FITCHRONA,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,FITCHBURG,1173
LICFDD-2014-00008,Active,Belleville High School,2024/06/30 05:00:00+00,Active,"635 W CHURCH ST
BELLEVILLE, WI 53508",635,W,CHURCH,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,BELLEVILLE,1174
LICFDD-2014-00015,Active,Ice Arena Snack Bar,2024/06/30 05:00:00+00,Active,"838 GROVE ST
SUN PRAIRIE, WI 53590",838,,GROVE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1175
LICFDD-2014-00019,Active,Short Stack Eatery,2024/06/30 05:00:00+00,Active,"301 W Johnson ST
Madison, WI 53703",301,W,Johnson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1176
LICFDD-2014-00021,Active,Viking Brew Pub,2024/06/30 05:00:00+00,Active,"211 E MAIN ST
STOUGHTON, WI 53589",211,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1177
LICFDD-2014-00027,Active,Headquarters Restaurant And Bar,2024/06/30 05:00:00+00,Active,"101 CONCORD DR
OREGON, WI 53575",101,,CONCORD,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1178
LICFDD-2014-00030,Active,Cargo Coffee,2024/06/30 05:00:00+00,Active,"750 E Washington AVE
Madison, WI 53703",750,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1179
LICFDD-2014-00036,Active,Hong Kong Chili,2024/06/30 05:00:00+00,Active,"1441 Regent ST
Madison, WI 53711",1441,,Regent,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1180
LICFDD-2014-00043,Active,Fresh Asian Cuisine Metcalfe's Market,2024/06/30 05:00:00+00,Active,"726 N Midvale BLVD
Madison, WI 53705",726,N,Midvale,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1181
LICFDD-2014-00044,Active,Fresh Asian Cuisine Metcalfe's Market-west,2024/06/30 05:00:00+00,Active,"7455 Mineral Point RD
Madison, WI 53717",7455,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1182
LICFDD-2014-00050,Active,Monsoon Siam 2,2024/06/30 05:00:00+00,Active,"2045 Atwood AVE 109
Madison, WI 53704",2045,,Atwood,AVE,109,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1183
LICFDD-2014-00061,Active,Kwik Trip 833,2024/06/30 05:00:00+00,Active,"2508 MAIN ST
CROSS PLAINS, WI 53528",2508,,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,CROSS PLAINS,1184
LICFDD-2014-00062,Active,It'sugar,2024/06/30 05:00:00+00,Active,"542 State ST
Madison, WI 53703",542,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1185
LICFDD-2014-00064,Active,Bonefish Grill,2024/06/30 05:00:00+00,Active,"7345 Mineral Point RD
Madison, WI 53717",7345,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1186
LICFDD-2014-00065,Active,The Flying Hound Pub,2024/06/30 05:00:00+00,Active,"6317 MCKEE RD, SUITE 300
FITCHBURG, WI 53719",6317,,MCKEE,RD,300,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1187
LICFDD-2014-00070,Active,Cento,2024/06/30 05:00:00+00,Active,"122 W Mifflin ST
Madison, WI 53703",122,W,Mifflin,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1188
LICFDD-2014-00083,Active,Gyros Express,2024/06/30 05:00:00+00,Active,"122 West Towne MALL
Madison, WI 53719",122,,West Towne,MALL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1189
LICFDD-2014-00084,Active,Deon's,2024/06/30 05:00:00+00,Active,"2301 Commercial AVE
Madison, WI 53704",2301,,Commercial,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1190
LICFDD-2014-00088,Active,Wendigo Tavern,2024/06/30 05:00:00+00,Active,"121 E MAIN ST
STOUGHTON, WI 53589",121,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1191
LICFDD-2014-00092,Active,Papa Murphy's Take N Bake Pizza,2024/06/30 05:00:00+00,Active,"710 JANESVILLE ST
OREGON, WI 53575",710,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,OREGON,1192
LICFDD-2014-00095,Active,Weber Pastures - Weber Pastures,2024/06/30 05:00:00+00,Active,"3960 VILAS HOPE RD
COTTAGE GROVE, WI 53527",3960,,VILAS HOPE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,COTTAGE GROVE,1193
LICFDD-2014-00112,Active,Chick-fil-a,2024/06/30 05:00:00+00,Active,"430 S Gammon RD
Madison, WI 53719",430,S,Gammon,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1194
LICFDD-2014-00114,Active,Kwik Trip 268,2024/06/30 05:00:00+00,Active,"1421 Monroe ST
Madison, WI 53711",1421,,Monroe,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1195
LICFDD-2014-00122,Active,Gili's Paninis,2024/06/30 05:00:00+00,Active,"1521 Gilson ST
Madison, WI 53715",1521,,Gilson,ST,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,1196
LICFDD-2014-00128,Active,Red Lobster,2024/06/30 05:00:00+00,Active,"4502 East Towne BLVD
Madison, WI 53704",4502,,East Towne,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1197
LICFDD-2014-00137,Active,Veteran's Transitional Housing Program,2024/06/30 05:00:00+00,Active,"1102 Spring ST
Madison, WI 53715",1102,,Spring,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1198
LICFDD-2014-00138,Active,Cambridge Winery,2024/06/30 05:00:00+00,Active,"1001 S Whitney WAY
Madison, WI 53711",1001,S,Whitney,WAY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1199
LICFDD-2014-00139,Active,Truckers Inn,2024/06/30 05:00:00+00,Active,"6162 US HIGHWAY 51
DEFOREST, WI 53532",6162,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,DEFOREST,1200
LICFDD-2014-00142,Active,Macs,2024/06/30 05:00:00+00,Active,"2810 PRAIRIE LAKES DR
SUN PRAIRIE, WI 53590",2810,,PRAIRIE LAKES,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1201
LICFDD-2014-00144,Active,Dhaba Indian Bistro,2024/06/30 05:00:00+00,Active,"8333 GREENWAY BLVD
MIDDLETON, WI 53562",8333,,GREENWAY,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1202
LICFDD-2014-00145,Active,Ten Pin Alley,2024/06/30 05:00:00+00,Active,"6285 NESBITT RD
FITCHBURG, WI 53719",6285,,NESBITT,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1203
LICFDD-2014-00156,Active,Dollar General #14977,2024/06/30 05:00:00+00,Active,"303 DOUGLAS DR
BROOKLYN, WI 53521",303,,DOUGLAS,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,BROOKLYN,1204
LICFDD-2014-00175,Active,Angelo's Mcfarland,2024/06/30 05:00:00+00,Active,"4706 FARWELL ST
MCFARLAND, WI 53558",4706,,FARWELL,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MCFARLAND,1205
LICFDD-2014-00178,Active,Jimmy John's,2024/06/30 05:00:00+00,Active,"2376 JACKSON ST
STOUGHTON, WI 53589",2376,,JACKSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1206
LICFDD-2014-00180,Active,Millpond Bp,2024/06/30 05:00:00+00,Active,"6410 Millpond RD
Madison, WI 53718",6410,,Millpond,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1207
LICFDD-2014-00181,Active,City Of Verona Beach-concessions,2024/06/30 05:00:00+00,Active,"600 BRUCE ST
VERONA, WI 53593",600,,BRUCE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,VERONA,1208
LICFDD-2014-00182,Active,Stop N Shop,2024/06/30 05:00:00+00,Active,"501 State ST
Madison, WI 53703",501,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1209
LICFDD-2014-00183,Active,Shacks Tap,2024/06/30 05:00:00+00,Active,"36 N MAIN ST
DEERFIELD, WI 53531",36,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEERFIELD,1210
LICFDD-2014-00184,Active,Cheba Hut,2024/06/30 05:00:00+00,Active,"453 W Gilman ST
Madison, WI 53703",453,W,Gilman,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1211
LICFDD-2014-00191,Active,Byrne's Mcfarland Tavern,2024/06/30 05:00:00+00,Active,"5915 EXCHANGE ST
MCFARLAND, WI 53558",5915,,EXCHANGE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MCFARLAND,1212
LICFDD-2014-00193,Active,Asian Sweet Bakery,2024/06/30 05:00:00+00,Active,"1017 S Park ST
Madison, WI 53715",1017,S,Park,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1213
LICFDD-2014-00195,Active,Base Camp,2024/06/30 05:00:00+00,Active,"18 BRODHEAD ST
MAZOMANIE, WI 53560",18,,BRODHEAD,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MAZOMANIE,1214
LICFDD-2014-00196,Active,New Seoul Korean Restaurant,2024/06/30 05:00:00+00,Active,"721 N High Point RD
Madison, WI 53717",721,N,High Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1215
LICFDD-2014-00207,Active,Whiskey Jacks Saloon,2024/06/30 05:00:00+00,Active,"552 State ST
Madison, WI 53703",552,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1216
LICFDD-2014-00208,Active,Liberty Square Gas Station,2024/06/30 05:00:00+00,Active,"1354 N BIRD ST
SUN PRAIRIE, WI 53590",1354,N,BIRD,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1217
LICFDD-2014-00210,Active,Edgewater-the Boathouse,2024/06/30 05:00:00+00,Active,"1001 Wisconsin PL
Madison, WI 53703",1001,,Wisconsin,PL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1218
LICFDD-2014-00212,Active,Edgewater-the Statehouse,2024/06/30 05:00:00+00,Active,"1001 Wisconsin PL
Madison, WI 53703",1001,,Wisconsin,PL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1219
LICFDD-2014-00215,Active,Don Beto Groceris,2024/06/30 05:00:00+00,Active,"916 S Whitney WAY
Madison, WI 53711",916,S,Whitney,WAY,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1220
LICFDD-2014-00218,Active,Epic Systems Corporation - Demeter,2024/06/30 05:00:00+00,Active,"1979 MILKY WAY
VERONA, WI 53593",1979,,MILKY,WAY,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,VERONA,1221
LICFDD-2014-00220,Active,Teddy Wedgers,2024/06/30 05:00:00+00,Active,"101 State ST
Madison, WI 53703",101,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1222
LICFDD-2014-00228,Active,Holiday Inn Express & Suites,2024/06/30 05:00:00+00,Active,"610 John Nolen DR
Madison, WI 53713",610,,John Nolen,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1223
