LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2023-00186,Active,Sweet Scoops,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,Madison,2646
LICFDD-2023-00187,Active,Sweet Scoops,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Base,Madison,2647
LICFDD-2023-00188,Active,Level 5 Donuts,2024/06/30 05:00:00+00,Active,"931 E Main ST 19
Madison, WI 53703",931,E,Main,ST,19,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2648
LICFDD-2023-00196,Active,Mermaid Kitchen,2024/06/30 05:00:00+00,Active,"100 S Baldwin ST 200
Madison, WI 53703",100,S,Baldwin,ST,200,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2649
LICFDD-2023-00198,Active,Miggy's Bakes,2024/06/30 05:00:00+00,Active,"6712 FRANK LLOYD WRIGHT AVE
MIDDLETON, WI 53562",6712,,FRANK LLOYD WRIGHT,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,2650
LICFDD-2023-00199,Active,Gooh Grocery,2024/06/30 05:00:00+00,Active,"3554 E Washington AVE
Madison, WI 53704",3554,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2651
LICFDD-2023-00201,Active,Moonhalf,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2652
LICFDD-2023-00206,Active,Tati Fitchburg,2024/06/30 05:00:00+00,Active,"4889 LACY RD
CITY OF FITCHBURG, WI 53711",4889,,LACY,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,CITY OF FITCHBURG,2653
LICFDD-2023-00207,Active,Noodles And Company,2024/06/30 05:00:00+00,Active,"110 LIMESTONE PASS
VILLAGE OF COTTAGE GROVE, WI 53527",110,,LIMESTONE,PASS,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VILLAGE OF COTTAGE GROVE,2654
LICFDD-2023-00209,Active,Mendota Hospitality Public Service,2024/06/30 05:00:00+00,Active,"2920 N Sherman AVE
Madison, WI 53704",2920,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2655
LICFDD-2023-00210,Active,Mendota Hospitality Service,2024/06/30 05:00:00+00,Active,"2920 N Sherman AVE
Madison, WI 53704",2920,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2656
LICFDD-2023-00211,Active,Cinn City Smash,2024/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,Madison,2657
LICFDD-2023-00212,Active,Cinn City Smash,2024/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2658
LICFDD-2023-00213,Active,"Fajitas, Tapas & Bar",2024/06/30 05:00:00+00,Active,"1920 PARMENTER ST
MIDDLETON, WI 53562",1920,,PARMENTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,2659
LICFDD-2023-00214,Active,Waunabowl,2024/06/30 05:00:00+00,Active,"301 S CENTURY AVE
WAUNAKEE, WI 53597",301,S,CENTURY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,2660
LICFDD-2023-00216,Active,Haven Gluten Free,2024/06/30 05:00:00+00,Active,"729 Glenway ST
Madison, WI 53711",729,,Glenway,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2661
LICFDD-2023-00217,Active,The Wooden Peel,2024/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,2662
LICFDD-2023-00226,Active,Sookie's Veggie Burgers,2024/06/30 05:00:00+00,Active,"260 W Gilman ST
Madison, WI 53703",260,W,Gilman,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2663
LICFDD-2023-00227,Active,Rabbos Ice Cream,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,Madison,2664
LICFDD-2023-00229,Active,Rabbos Ice Cream,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Farmers Market,Madison,2665
LICFDD-2023-00235,Active,La Choza Del Viejo,2024/06/30 05:00:00+00,Active,"5415 MONONA DR B
MONONA, WI 53716",5415,,MONONA,DR,B,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,2666
LICFDD-2023-00236,Active,Pikkito Restaurant,2024/06/30 05:00:00+00,Active,"3301 PARMENTER ST
MIDDLETON, WI 53562",3301,,PARMENTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,2667
LICFDD-2023-00237,Active,Le Personal Chef,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2668
LICFDD-2023-00238,Active,The Cardinal Bar,2024/06/30 05:00:00+00,Active,"418 E Wilson ST
Madison, WI 53703",418,E,Wilson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2669
LICFDD-2023-00239,Active,Kona Ice Of Madison,2024/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,VERONA,2670
LICFDD-2023-00255,Active,Kwik Trip 372,2024/06/30 05:00:00+00,Active,"951 JANESVILLE ST
OREGON, WI 53575",951,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,OREGON,2671
LICFDD-2023-00263,Active,Rodeway Inn And Suites,2024/06/30 05:00:00+00,Active,"4845 Hayes RD
Madison, WI 53704",4845,,Hayes,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2672
LICFDD-2023-00269,Active,Tino's Empanadas,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2673
LICFDD-2023-00270,Active,The High Crowd,2024/06/30 05:00:00+00,Active,"115 State ST
Madison, WI 53703",115,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2674
LICFDD-2023-00271,Active,Good Co,2024/06/30 05:00:00+00,Active,"3730 MANISTEE WAY
VERONA, WI 53593",3730,,MANISTEE,WAY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,2675
LICFDD-2023-00273,Active,The Thirstea Troll,2024/06/30 05:00:00+00,Active,"114 E MAIN ST
MOUNT HOREB, WI 53572",114,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,2676
LICFDD-2023-00274,Under Review,After Hours Taqueria Llc,2023/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,2677
LICFDD-2023-00275,Under Review,Taqueria Angel,2023/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2678
LICFDD-2023-00279,Active,Grace Coffee,2024/06/30 05:00:00+00,Active,"100 BAKER ST
VILLAGE OF WAUNAKEE, WI 53597",100,,BAKER,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,VILLAGE OF WAUNAKEE,2679
LICFDD-2023-00285,Active,Reap Food Group,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,2680
LICFDD-2023-00286,Active,Reap Food Group,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2681
LICFDD-2023-00287,Active,Badger Tavern,2024/06/30 05:00:00+00,Active,"1612 Seminole HWY
Madison, WI 53711",1612,,Seminole,HWY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2682
LICFDD-2023-00288,Active,Primal'cue,2024/06/30 05:00:00+00,Active,"836 GROVE ST
SUN PRAIRIE, WI 53590",836,,GROVE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,2683
LICFDD-2023-00290,Active,The Viking,2024/06/30 05:00:00+00,Active,"120 E MAIN ST
MOUNT HOREB, WI 53572",120,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,2684
LICFDD-2023-00291,Active,Grewal Petroleum,2024/06/30 05:00:00+00,Active,"3859 E Washington AVE
Madison, WI 53704",3859,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2685
LICFDD-2023-00294,Active,Thailand In A Truck,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2686
LICFDD-2023-00298,Active,The Shack,2024/06/30 05:00:00+00,Active,"1103 MILLS ST
BLACK EARTH, WI 53515",1103,,MILLS,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,BLACK EARTH,2687
LICFDD-2023-00305,Active,Pinseekers,2024/06/30 05:00:00+00,Active,"6909 RIVER RD
VILLAGE OF DEFOREST, WI 53532",6909,,RIVER,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VILLAGE OF DEFOREST,2688
LICFDD-2023-00306,Active,Aramark Refreshments,2024/06/30 05:00:00+00,Active,"2925 INNOVATION WAY
SUN PRAIRIE, WI 53590",2925,,INNOVATION,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2689
LICFDD-2023-00308,Active,Mattie's Nachos,2024/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2690
LICFDD-2023-00310,Active,Kona Ice Of Monona,2024/06/30 05:00:00+00,Active,"4611 DOVETAIL DR
TOWN OF BURKE, WI 53704",4611,,DOVETAIL,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,TOWN OF BURKE,2691
LICFDD-2023-00316,Active,Staybridge Suites Middleton,2024/06/30 05:00:00+00,Active,"7790 ELMWOOD AVE
CITY OF MIDDLETON, WI 53562",7790,,ELMWOOD,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,CITY OF MIDDLETON,2692
LICFDD-2023-00320,Active,La Belle Private Chefs,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2693
LICFDD-2023-00335,Active,Bit Of Briana,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2694
LICFDD-2023-00336,Active,Bit Of Briana,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,2695
LICFDD-2023-00347,Active,Dunkin And Baskin Robbins,2024/06/30 05:00:00+00,Active,"110 LIMESTONE PASS
COTTAGE GROVE, WI 53527",110,,LIMESTONE,PASS,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,COTTAGE GROVE,2696
LICFDD-2023-00352,Active,Pizza Pit Sun Prairie,2024/06/30 05:00:00+00,Active,"330 W MAIN ST
SUN PRAIRIE, WI 53590",330,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,2697
LICFDD-2023-00360,Active,Stop & Shop #3,2024/06/30 05:00:00+00,Active,"640 State ST
Madison, WI 53703",640,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2698
LICFDD-2023-00364,Active,Anna's Pizzeria,2024/06/30 05:00:00+00,Active,"1609 W MAIN ST
SUN PRAIRIE, WI 53590",1609,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,2699
LICFDD-2023-00388,Active,One & Only,2024/06/30 05:00:00+00,Active,"1923 Monroe ST
Madison, WI 53711",1923,,Monroe,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2700
LICFDD-2023-00391,Active,Moon Dog Farm,2024/06/30 05:00:00+00,Active,"7518 COUNTY HIGHWAY A
TOWN OF MONTROSE, WI 53508",7518,,COUNTY HIGHWAY A,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,TOWN OF MONTROSE,2701
LICFDD-2023-00400,Active,Sunrise Gas Llc,2024/06/30 05:00:00+00,Active,"1130 Williamson ST
Madison, WI 53703",1130,,Williamson,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2702
LICFDD-2023-00428,Active,Touch Of Ukraine,2024/06/30 05:00:00+00,Active,"2438 Winnebago ST
Madison, WI 53704",2438,,Winnebago,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2703
LICFDD-2023-00443,Active,Momo Bar And Grill,2024/06/30 05:00:00+00,Active,"6402 Millpond RD
Madison, WI 53718",6402,,Millpond,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2704
LICFDD-2023-00445,Active,Pinkus Market,2024/06/30 05:00:00+00,Active,"673 State ST
Madison, WI 53703",673,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2705
LICFDD-2023-00453,Active,Sabor Criollo Venezolano By Ana,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,2706
LICFDD-2023-00456,Under Review,Look Ma No Hands,2023/06/30 05:00:00+00,Pending,"4000 International LN
Madison, WI 53704",4000,,International,LN,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2707
LICFDD-2023-00457,Active,Rookies Food & Spirits,2024/06/30 05:00:00+00,Active,"10267 US HIGHWAY 14
TOWN OF MAZOMANIE, WI 53560",10267,,US HIGHWAY 14,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,TOWN OF MAZOMANIE,2708
LICFDD-2023-00463,Active,Camp Cantina,2024/06/30 05:00:00+00,Active,"1503 Monroe ST
Madison, WI 53711",1503,,Monroe,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2709
LICFDD-2023-00467,Active,Refuel Pantry - Millpond,2024/06/30 05:00:00+00,Active,"6410 Millpond RD
Madison, WI 53718",6410,,Millpond,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2710
LICFDD-2023-00488,Active,Icki Sticki,2024/06/30 05:00:00+00,Active,"410 D'onofrio DR
Madison, WI 53719",410,,D'onofrio,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2711
LICFDD-2023-00489,Under Review,Roll With Me,2023/06/30 05:00:00+00,Pending,"910 Jonathon DR
Madison, WI 53713",910,,Jonathon,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2712
LICFDD-2023-00492,Under Review,Warm Belly Farm Doughnut Truck,2023/06/30 05:00:00+00,Pending,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,STOUGHTON,2713
LICFDD-2023-00493,Active,Starbucks Coffee #78667,2024/06/30 05:00:00+00,Active,"2637 WINDSOR ST
SUN PRAIRIE, WI 53590",2637,,WINDSOR,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,2714
LICFDD-2023-00494,Active,Chr-hansen,2024/06/30 05:00:00+00,Active,"4375 DURAFORM LN
DEFOREST, WI 53598",4375,,DURAFORM,LN,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,DEFOREST,2715
LICFDD-2023-00495,Active,Lattitude Corp,2024/06/30 05:00:00+00,Active,"1003 AMERICAN WAY
VERONA, WI 53593",1003,,AMERICAN,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,VERONA,2716
LICFDD-2023-00496,Active,Cintas,2024/06/30 05:00:00+00,Active,"2222 Vondron RD
Madison, WI 53718",2222,,Vondron,RD,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,2717
LICFDD-2023-00497,Active,State Of Wisconsin Investment Board (Swib),2024/06/30 05:00:00+00,Active,"4703 Madison Yards WAY
Madison, WI 53705",4703,,Madison Yards,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,2718
LICFDD-2023-00498,Active,Raven Software,2024/06/30 05:00:00+00,Active,"8476 GREENWAY BLVD
MIDDLETON, WI 53562",8476,,GREENWAY,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,MIDDLETON,2719
LICFDD-2023-00499,Active,Mead And Hunt,2024/06/30 05:00:00+00,Active,"2440 DEMING WAY
MIDDLETON, WI 53562",2440,,DEMING,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,MIDDLETON,2720
LICFDD-2023-00500,Active,Uw Credit Union Momentum,2024/06/30 05:00:00+00,Active,"8017 Excelsior DR
Madison, WI 53717",8017,,Excelsior,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,2721
LICFDD-2023-00501,Active,Uw Credit Union Relationship,2024/06/30 05:00:00+00,Active,"8417 Excelsior DR
Madison, WI 53717",8417,,Excelsior,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,2722
LICFDD-2023-00502,Active,Imperial Blades Red Storm,2024/06/30 05:00:00+00,Active,"2875 INNOVATION WAY
SUN PRAIRIE, WI 53590",2875,,INNOVATION,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2723
LICFDD-2023-00503,Active,Federal Industries,2024/06/30 05:00:00+00,Active,"215 FEDERAL AVE
BELLEVILLE, WI 53508",215,,FEDERAL,AVE,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,BELLEVILLE,2724
LICFDD-2023-00504,Under Review,"Warm Belly Farm, Llc.",2023/06/30 05:00:00+00,Pending,"2300 US HIGHWAY 51
STOUGHTON, WI 53589",2300,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Base,STOUGHTON,2725
LICFDD-2023-00509,Under Review,Taqueria Jesus,2023/06/30 05:00:00+00,Pending,"2509 Perry ST
Madison, WI 53713",2509,,Perry,ST,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,2726
LICFDD-2023-00511,Active,Bavaria Sausage,2024/06/30 05:00:00+00,Active,"6317 NESBITT RD
FITCHBURG, WI 53719",6317,,NESBITT,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,FITCHBURG,2727
LICFDD-2023-00514,Active,Wolly Bully,2024/06/30 05:00:00+00,Active,"6825 UNIVERSITY AVE
MIDDLETON, WI 53562",6825,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,MIDDLETON,2728
LICFDD-2023-00515,Active,Tnt's Catering,2024/06/30 05:00:00+00,Active,"8845 S GREENVIEW DR, SUITE 4
CITY OF MIDDLETON, WI 53562",8845,S,GREENVIEW,DR,4,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,CITY OF MIDDLETON,2729
LICFDD-2023-00516,Active,Bodihow Brewing Company,2024/06/30 05:00:00+00,Active,"201 CONCORD DR
VILLAGE OF OREGON, WI 53575",201,,CONCORD,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VILLAGE OF OREGON,2730
LICFDD-2023-00519,Active,Ups Middleton,2024/06/30 05:00:00+00,Active,"8350 MURPHY DR
MIDDLETON, WI 53572",8350,,MURPHY,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,MIDDLETON,2731
LICFDD-2023-00525,Active,Lex-irriaz Llc,2024/06/30 05:00:00+00,Active,"135 W MAIN ST
STOUGHTON, WI 53589",135,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,2732
LICFDD-2023-00527,Active,Taqueria Jalisco,2024/06/30 05:00:00+00,Active,"2606 ALLEN BLVD
MIDDLETON, WI 53562",2606,,ALLEN,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,2733
LICFDD-2023-00528,Active,Metztli,2024/06/30 05:00:00+00,Active,"2705 W Beltline HWY
Madison, WI 53713",2705,W,Beltline,HWY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2734
LICFDD-2023-00532,Under Review,The Walking Jerk Llc,2023/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,2735
LICFDD-2023-00533,Active,Handyspot 103 Llc,2024/06/30 05:00:00+00,Active,"109 N MAIN ST
DEERFIELD, WI 53531",109,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEERFIELD,2736
LICFDD-2023-00534,Active,Handyspot 107 Llc,2024/06/30 05:00:00+00,Active,"4701 BURMA RD
MCFARLAND, WI 53558",4701,,BURMA,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MCFARLAND,2737
LICFDD-2023-00535,Active,Handyspot 108 Llc,2024/06/30 05:00:00+00,Active,"5551 Eastpark BLVD
Madison, WI 53718",5551,,Eastpark,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,2738
LICFDD-2023-00536,Active,Handyspot 106 Llc,2024/06/30 05:00:00+00,Active,"4800 LARSON BEACH RD
MCFARLAND, WI 53558",4800,,LARSON BEACH,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MCFARLAND,2739
LICFDD-2023-00538,Active,Stone Porch Alehouse,2024/06/30 05:00:00+00,Active,"950 KIMBALL LN
VERONA, WI 53593",950,,KIMBALL,LN,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,2740
LICFDD-2023-00540,Active,Buck And Honey's Restaurant,2024/06/30 05:00:00+00,Active,"108 S SECOND ST
MOUNT HOREB, WI 53572",108,S,SECOND,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,2741
LICFDD-2023-00546,Active,Silk Road,2024/06/30 05:00:00+00,Active,"1920 S Park ST
Madison, WI 53713",1920,S,Park,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2742
LICFDD-2023-00550,Active,Wolly Bully,2024/06/30 05:00:00+00,Active,"6825 UNIVERSITY AVE
CITY OF MIDDLETON, WI 53562",6825,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,CITY OF MIDDLETON,2743
LICFDD-2023-00552,Active,Ramen Kid,2024/06/30 05:00:00+00,Active,"461 W Gilman ST
Madison, WI 53703",461,W,Gilman,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2744
LICFDD-2023-00553,Active,Jersey Mike's,2024/06/30 05:00:00+00,Active,"6291 MCKEE RD
FITCHBURG, WI 53719",6291,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,2745
LICFDD-2023-00555,Active,Atlantisvalley Tst 210 Business,2024/06/30 05:00:00+00,Active,"210 BUSINESS PARK DR
SUN PRAIRIE, WI 53590",210,,BUSINESS PARK,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2746
LICFDD-2023-00556,Active,Atlantisvalley Tst 515 Progress,2024/06/30 05:00:00+00,Active,"515 PROGRESS WAY
SUN PRAIRIE, WI 53590",515,,PROGRESS,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2747
LICFDD-2023-00557,Active,Atlantisvalley Royle Printing Warehouse,2024/06/30 05:00:00+00,Active,"1750 SUCCESS WAY
SUN PRAIRIE, WI 53590",1750,,SUCCESS,WAY,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2748
LICFDD-2023-00558,Active,Atlantisvalley Royle Printing Main,2024/06/30 05:00:00+00,Active,"745 S BIRD ST
SUN PRAIRIE, WI 53590",745,S,BIRD,ST,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,SUN PRAIRIE,2749
LICFDD-2023-00564,Active,Cousin's Subs,2024/06/30 05:00:00+00,Active,"305 SCHNEIDER RD
SUN PRAIRIE, WI 53589",305,,SCHNEIDER,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,2750
LICFDD-2023-00565,Active,Cousin's Subs,2024/06/30 05:00:00+00,Active,"1424 US HIGHWAY 51
STOUGHTON, WI 53589",1424,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,2751
LICFDD-2023-00566,Active,Applebee's Neighborhood Grill & Bar,2024/06/30 05:00:00+00,Active,"4710 East Towne BLVD
Madison, WI 53704",4710,,East Towne,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2752
LICFDD-2023-00567,Active,The Mediterranean Joint Llc,2024/06/30 05:00:00+00,Active,"600 Williamson ST
Madison, WI 53703",600,,Williamson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,2753
LICFDD-2023-00569,Active,Warm Belly Farm Popcorn,2024/06/30 05:00:00+00,Active,"4311 VILAS HOPE RD
COTTAGE GROVE, WI 53527",200,,DVORAK,CT,,,,,,,,,2024/02/24 11:00:07+00,Retail Mobile Cart,CITY OF STOUGHTON,2754
